Power (W),SOH (%)
0.0,5176.4346
0.0,5173.8164
0.0,5171.2007
0.0,5168.585
0.0,5165.97
0.0,5163.3604
0.0,5160.7476
0.0,5158.1396
0.0,5155.528
0.0,5152.9233
0.0,5150.3145
0.0,5147.7095
0.0,5145.1074
0.0,5142.504
0.0,5139.9033
0.0,5137.305
0.0,5134.705
0.0,5132.109
0.0,5129.515
0.0,5126.921
0.0,5124.3286
0.0,5121.7363
0.0,5119.1445
0.0,5116.5576
0.0,5113.9688
0.0,5111.3794
0.0,5108.797
0.0,5106.2114
0.0,5103.6294
0.0,5101.048
0.0,5098.471
0.0,5095.893
0.0,5093.314
0.0,5090.741
0.0,5088.161
0.0,5085.593
0.0,5083.02
0.0,5080.4478
0.0,5077.8794
0.0,5075.31
0.0,5072.7446
0.0,5070.1807
0.0,5067.6123
0.0,5065.053
0.0,5062.491
0.0,5059.9307
0.0,5057.3735
0.0,5054.8135
0.0,5052.255
0.0,5049.7036
0.0,5047.148
0.0,5044.5947
0.0,5042.044
0.0,5039.4956
0.0,5036.9443
0.0,5034.398
0.0,5031.8516
0.0,5029.3057
0.0,5026.7646
0.0,5024.2217
0.0,5021.6797
0.0,5019.1416
0.0,5016.6006
0.0,5014.0674
0.0,5011.5283
0.0,5008.9937
0.0,5006.4604
0.0,5003.9272
0.0,5001.397
0.0,4998.8706
0.0,4996.3403
0.0,4993.814
0.0,4991.2925
0.0,4988.7646
0.0,4986.2407
0.0,4983.719
0.0,4981.2017
0.0,4978.68
0.0,4976.162
0.0,4973.6465
0.0,4971.131
0.0,4968.6147
0.0,4966.103
0.0,4963.5933
0.0,4961.0825
0.0,4958.572
0.0,4956.064
0.0,4953.5605
0.0,4951.053
0.0,4948.5503
0.0,4946.0454
0.0,4943.544
0.0,4941.0444
0.0,4938.547
0.0,4936.049
0.0,4933.551
0.0,4931.0576
0.0,4928.564
0.0,4926.068
0.0,4923.5786
0.0,4921.091
0.0,4918.602
0.0,4916.1104
0.0,4913.6265
0.0,4911.1416
0.0,4908.6606
0.0,4906.175
0.0,4903.6924
0.0,4901.2144
0.0,4898.739
0.0,4896.2593
0.0,4893.7817
0.0,4891.309
0.0,4888.8335
0.0,4886.362
0.0,4883.8906
0.0,4881.422
0.0,4878.9517
0.0,4876.4834
0.0,4874.0156
0.0,4871.5513
0.0,4869.0913
0.0,4866.6245
0.0,4864.1665
0.0,4861.7026
0.0,4859.2456
0.0,4856.7886
0.0,4854.3315
0.0,4851.877
0.0,4849.422
0.0,4846.97
0.0,4844.52
0.0,4842.0693
0.0,4839.621
0.0,4837.1714
0.0,4834.7236
0.0,4832.2817
0.0,4829.8364
0.0,4827.397
0.0,4824.9517
0.0,4822.5137
0.0,4820.0737
0.0,4817.636
0.0,4815.202
0.0,4812.7666
0.0,4810.3315
0.0,4807.899
0.0,4805.4683
0.0,4803.039
0.0,4800.608
0.0,4798.178
0.0,4795.7554
0.0,4793.3267
0.0,4790.903
0.0,4788.4814
0.0,4786.058
0.0,4783.6387
0.0,4781.22
0.0,4778.8003
0.0,4776.3833
0.0,4773.969
0.0,4771.556
0.0,4769.1387
0.0,4766.729
0.0,4764.3193
0.0,4761.9097
0.0,4759.5015
0.0,4757.091
0.0,4754.6875
0.0,4752.283
0.0,4749.8784
0.0,4747.478
0.0,4745.077
0.0,4742.6743
0.0,4740.276
0.0,4737.8804
0.0,4735.485
0.0,4733.091
0.0,4730.6934
0.0,4728.3022
0.0,4725.908
0.0,4723.5234
0.0,4721.132
0.0,4718.7446
0.0,4716.3574
0.0,4713.9736
0.0,4711.5913
0.0,4709.2075
0.0,4706.827
0.0,4704.444
0.0,4702.062
0.0,4699.6865
0.0,4697.3096
0.0,4694.9346
0.0,4692.5615
0.0,4690.189
0.0,4687.8145
0.0,4685.4443
0.0,4683.0737
0.0,4680.7046
0.0,4678.3384
0.0,4675.9736
0.0,4673.6074
0.0,4671.2437
0.0,4668.8794
0.0,4666.522
0.0,4664.161
0.0,4661.8
0.0,4659.4434
0.0,4657.089
0.0,4654.7314
0.0,4652.3794
0.0,4650.0225
0.0,4647.6733
0.0,4645.3228
0.0,4642.9736
0.0,4640.623
0.0,4638.2803
0.0,4635.9326
0.0,4633.588
0.0,4631.2456
0.0,4628.9023
0.0,4626.5625
0.0,4624.2207
0.0,4621.881
0.0,4619.547
0.0,4617.2085
0.0,4614.8735
0.0,4612.538
0.0,4610.209
0.0,4607.8755
0.0,4605.546
0.0,4603.2163
0.0,4600.8887
0.0,4598.562
0.0,4596.235
0.0,4593.9106
0.0,4591.589
0.0,4589.266
0.0,4586.9463
0.0,4584.6235
0.0,4582.305
0.0,4579.9863
0.0,4577.671
0.0,4575.3564
0.0,4573.043
0.0,4570.731
0.0,4568.4185
0.0,4566.11
0.0,4563.7974
0.0,4561.4897
0.0,4559.1836
0.0,4556.878
0.0,4554.5723
0.0,4552.2705
0.0,4549.968
0.0,4547.667
0.0,4545.3667
0.0,4543.069
0.0,4540.7705
0.0,4538.4727
0.0,4536.178
0.0,4533.8853
0.0,4531.591
0.0,4529.2993
0.0,4527.0073
0.0,4524.7183
0.0,4522.429
0.0,4520.144
0.0,4517.8594
0.0,4515.5723
0.0,4513.2886
0.0,4511.006
0.0,4508.7256
0.0,4506.4443
0.0,4504.1655
0.0,4501.887
0.0,4499.611
0.0,4497.3354
0.0,4495.0615
0.0,4492.7856
0.0,4490.5137
0.0,4488.2446
0.0,4485.9727
0.0,4483.705
0.0,4481.439
0.0,4479.172
0.0,4476.905
0.0,4474.639
0.0,4472.378
0.0,4470.1196
0.0,4467.856
0.0,4465.595
0.0,4463.338
0.0,4461.0815
0.0,4458.8247
0.0,4456.57
0.0,4454.3164
0.0,4452.0605
0.0,4449.8125
0.0,4447.5615
0.0,4445.312
0.0,4443.0654
0.0,4440.813
0.0,4438.5693
0.0,4436.3247
0.0,4434.0835
0.0,4431.8384
0.0,4429.596
0.0,4427.356
0.0,4425.119
0.0,4422.879
0.0,4420.6426
0.0,4418.406
0.0,4416.176
0.0,4413.937
0.0,4411.7075
0.0,4409.4756
0.0,4407.2476
0.0,4405.0156
0.0,4402.7886
0.0,4400.5615
0.0,4398.337
0.0,4396.114
0.0,4393.888
0.0,4391.667
0.0,4389.443
0.0,4387.226
0.0,4385.0083
0.0,4382.7886
0.0,4380.5728
0.0,4378.3564
0.0,4376.144
0.0,4373.9307
0.0,4371.7197
0.0,4369.5063
0.0,4367.299
0.0,4365.0884
0.0,4362.881
0.0,4360.674
0.0,4358.4673
0.0,4356.264
0.0,4354.0605
0.0,4351.858
0.0,4349.6577
0.0,4347.4585
0.0,4345.2603
0.0,4343.0645
0.0,4340.8657
0.0,4338.669
0.0,4336.4756
0.0,4334.284
0.0,4332.087
0.0,4329.9004
0.0,4327.7085
0.0,4325.52
0.0,4323.3325
0.0,4321.1484
0.0,4318.9624
0.0,4316.7783
0.0,4314.5938
0.0,4312.413
0.0,4310.2314
0.0,4308.0522
0.0,4305.8716
0.0,4303.695
0.0,4301.5186
0.0,4299.3423
0.0,4297.1694
0.0,4294.994
0.0,4292.8223
0.0,4290.6514
0.0,4288.4824
0.0,4286.313
0.0,4284.1245
0.0,4281.8955
0.0,4279.6675
0.0,4277.438
0.0,4275.2114
0.0,4272.9854
0.0,4270.761
0.0,4268.5386
0.0,4266.3135
0.0,4264.095
0.0,4261.8755
0.0,4259.658
0.0,4257.4365
0.0,4255.224
0.0,4253.007
0.0,4250.7915
0.0,4248.582
0.0,4246.37
0.0,4244.158
0.0,4241.9497
0.0,4239.7397
0.0,4237.535
0.0,4235.328
0.0,4233.122
0.0,4230.9185
0.0,4228.7173
0.0,4226.515
0.0,4224.314
0.0,4222.115
0.0,4219.919
0.0,4217.721
0.0,4215.527
0.0,4213.3315
0.0,4211.1387
0.0,4208.9443
0.0,4206.7534
0.0,4204.5625
0.0,4202.3745
0.0,4200.1875
0.0,4198.0
0.0,4195.8135
0.0,4193.6294
0.0,4191.4487
0.0,4189.264
0.0,4187.084
0.0,4184.9033
0.0,4182.7266
0.0,4180.5483
0.0,4178.3716
0.0,4176.195
0.0,4174.022
0.0,4171.8496
0.0,4169.677
0.0,4167.509
0.0,4165.3384
0.0,4163.1685
0.0,4161.0
0.0,4158.8364
0.0,4156.67
0.0,4154.504
0.0,4152.3423
0.0,4150.179
0.0,4148.021
0.0,4145.8584
0.0,4143.7026
0.0,4141.5464
0.0,4139.389
0.0,4137.234
0.0,4135.0806
0.0,4132.9253
0.0,4130.7754
0.0,4128.6265
0.0,4126.477
0.0,4124.3276
0.0,4122.1807
0.0,4120.036
0.0,4117.889
0.0,4115.7456
0.0,4113.6016
0.0,4111.4624
0.0,4109.3228
0.0,4107.1816
0.0,4105.0435
0.0,4102.9053
0.0,4100.7705
0.0,4098.6343
0.0,4096.504
0.0,4094.3691
0.0,4092.2358
0.0,4090.1045
0.0,4087.9768
0.0,4085.8467
0.0,4083.7212
0.0,4081.5928
0.0,4079.4678
0.0,4077.3474
0.0,4075.2244
0.0,4073.1025
0.0,4070.9795
0.0,4068.861
0.0,4066.742
0.0,4064.6272
0.0,4062.5103
0.0,4060.395
0.0,4058.2808
0.0,4056.1702
0.0,4054.0571
0.0,4051.9482
0.0,4049.8367
0.0,4047.7263
0.0,4045.6216
0.0,4043.5144
0.0,4041.4124
0.0,4039.3044
0.0,4037.2034
0.0,4035.102
0.0,4033.0
0.0,4030.9014
0.0,4028.8008
0.0,4026.704
0.0,4024.6067
0.0,4022.512
0.0,4020.4177
0.0,4018.326
0.0,4016.231
0.0,4014.1406
0.0,4012.051
0.0,4009.9626
0.0,4007.8728
0.0,4005.7874
0.0,4003.7034
0.0,4001.6191
0.0,3999.534
0.0,3997.4526
0.0,3995.3716
0.0,3993.2922
0.0,3991.2104
0.0,3989.1345
0.0,3987.0588
0.0,3984.982
0.0,3982.9058
0.0,3980.8337
0.0,3978.761
0.0,3976.6895
0.0,3974.6194
0.0,3972.5483
0.0,3970.482
0.0,3968.4126
0.0,3966.3477
0.0,3964.284
0.0,3962.2173
0.0,3960.1553
0.0,3958.0925
0.0,3956.0332
0.0,3953.973
0.0,3951.9146
0.0,3949.8564
0.0,3947.799
0.0,3945.7437
0.0,3943.6887
0.0,3941.636
0.0,3939.5847
0.0,3937.5337
0.0,3935.4858
0.0,3933.4377
0.0,3931.3875
0.0,3929.3406
0.0,3927.2961
0.0,3925.2498
0.0,3923.2053
0.0,3921.1633
0.0,3919.1228
0.0,3917.0828
0.0,3915.0437
0.0,3913.0027
0.0,3910.967
0.0,3908.9307
0.0,3906.8938
0.0,3904.8604
0.0,3902.826
0.0,3900.797
0.0,3898.7627
0.0,3896.7344
0.0,3894.706
0.0,3892.6782
0.0,3890.651
0.0,3888.6223
0.0,3886.6013
0.0,3884.5767
0.0,3882.5542
0.0,3880.5327
0.0,3878.5127
0.0,3876.4927
0.0,3874.4744
0.0,3872.4573
0.0,3870.44
0.0,3868.4243
0.0,3866.4133
0.0,3864.3975
0.0,3862.3865
0.0,3860.3787
0.0,3858.367
0.0,3856.357
0.0,3854.348
0.0,3852.3406
0.0,3850.3376
0.0,3848.3318
0.0,3846.3284
0.0,3844.3242
0.0,3842.323
0.0,3840.3232
0.0,3838.322
0.0,3836.3264
0.0,3834.3281
0.0,3832.3289
0.0,3830.3362
0.0,3828.3425
0.0,3826.3474
0.0,3824.3555
0.0,3822.3643
0.0,3820.376
0.0,3818.385
0.0,3816.397
0.0,3814.4075
0.0,3812.4258
0.0,3810.4397
0.0,3808.4558
0.0,3806.4714
0.0,3804.4905
0.0,3802.506
0.0,3800.5303
0.0,3798.5496
0.0,3796.572
0.0,3794.595
0.0,3792.6218
0.0,3790.644
0.0,3788.6694
0.0,3786.6965
0.0,3784.727
0.0,3782.7556
0.0,3780.7852
0.0,3778.8164
0.0,3776.849
0.0,3774.8855
0.0,3772.9192
0.0,3770.9534
0.0,3768.9905
0.0,3767.028
0.0,3765.0667
0.0,3763.106
0.0,3761.146
0.0,3759.187
0.0,3757.2312
0.0,3755.2751
0.0,3753.318
0.0,3751.3674
0.0,3749.412
0.0,3747.4617
0.0,3745.5068
0.0,3743.5579
0.0,3741.6099
0.0,3739.6611
0.0,3737.715
0.0,3735.7678
0.0,3733.8223
0.0,3731.8765
0.0,3729.9324
0.0,3727.992
0.0,3726.0483
0.0,3724.1123
0.0,3722.1714
0.0,3720.2327
0.0,3718.2964
0.0,3716.3591
0.0,3714.4268
0.0,3712.4883
0.0,3710.5588
0.0,3708.6248
0.0,3706.6934
0.0,3704.7632
0.0,3702.8337
0.0,3700.909
0.0,3698.9827
0.0,3697.0537
0.0,3695.1306
0.0,3693.2065
0.0,3691.2825
0.0,3689.359
0.0,3687.4392
0.0,3685.5193
0.0,3683.5994
0.0,3681.6814
0.0,3679.7642
0.0,3677.8474
0.0,3675.933
0.0,3674.018
0.0,3672.1062
0.0,3670.195
0.0,3668.282
0.0,3666.3718
0.0,3664.4636
0.0,3662.5566
0.0,3660.6487
0.0,3658.743
0.0,3656.8384
0.0,3654.9343
0.0,3653.0303
0.0,3651.1287
0.0,3649.2253
0.0,3647.3274
0.0,3645.4246
0.0,3643.5283
0.0,3641.63
0.0,3639.7368
0.0,3637.8384
0.0,3635.9465
0.0,3634.0552
0.0,3632.159
0.0,3630.2708
0.0,3628.3794
0.0,3626.4873
0.0,3624.602
0.0,3622.7126
0.0,3620.828
0.0,3618.9417
0.0,3617.057
0.0,3615.173
0.0,3613.289
0.0,3611.4097
0.0,3609.5286
0.0,3607.65
0.0,3605.7695
0.0,3603.894
0.0,3602.0164
0.0,3600.1414
0.0,3598.2656
0.0,3596.3928
0.0,3594.5203
0.0,3592.6504
0.0,3590.777
0.0,3588.9094
0.0,3587.0396
0.0,3585.1729
0.0,3583.3037
0.0,3581.4392
0.0,3579.5732
0.0,3577.7092
0.0,3575.8435
0.0,3573.984
0.0,3572.123
0.0,3570.2622
0.0,3568.405
0.0,3566.545
0.0,3564.687
0.0,3562.8315
0.0,3560.976
0.0,3559.1218
0.0,3557.2708
0.0,3555.417
0.0,3553.5642
0.0,3551.714
0.0,3549.8662
0.0,3548.0176
0.0,3546.1685
0.0,3544.3206
0.0,3542.477
0.0,3540.6335
0.0,3538.7898
0.0,3536.9436
0.0,3535.1023
0.0,3533.2612
0.0,3531.4211
0.0,3529.5835
0.0,3527.7468
0.0,3525.911
0.0,3524.074
0.0,3522.2366
0.0,3520.4062
0.0,3518.5693
0.0,3516.7354
0.0,3514.9067
0.0,3513.077
0.0,3511.2478
0.0,3509.4175
0.0,3507.5928
0.0,3505.7634
0.0,3503.9387
0.0,3502.115
0.0,3500.2896
0.0,3498.4666
0.0,3496.6477
0.0,3494.8264
0.0,3493.0056
0.0,3491.187
0.0,3489.3691
0.0,3487.552
0.0,3485.7346
0.0,3483.9204
0.0,3482.1067
0.0,3480.2952
0.0,3478.4805
0.0,3476.67
0.0,3474.8582
0.0,3473.0474
0.0,3471.2393
0.0,3469.434
0.0,3467.6255
0.0,3465.8203
0.0,3464.015
0.0,3462.2097
0.0,3460.4084
0.0,3458.606
0.0,3456.8035
0.0,3455.005
0.0,3453.2065
0.0,3451.4062
0.0,3449.609
0.0,3447.8137
0.0,3446.0173
0.0,3444.2224
0.0,3442.4297
0.0,3440.6365
0.0,3438.844
0.0,3437.0552
0.0,3435.2637
0.0,3433.4768
0.0,3431.687
0.0,3429.9014
0.0,3428.115
0.0,3426.3308
0.0,3424.545
0.0,3422.7615
0.0,3420.9792
0.0,3419.1982
0.0,3417.4165
0.0,3415.6382
0.0,3413.8586
0.0,3412.0798
0.0,3410.3035
0.0,3408.5264
0.0,3406.7544
0.0,3404.98
0.0,3403.2053
0.0,3401.4329
0.0,3399.6606
0.0,3397.8909
0.0,3396.1208
0.0,3394.353
0.0,3392.5852
0.0,3390.8196
0.0,3389.054
0.0,3387.289
0.0,3385.5234
0.0,3383.7585
0.0,3381.998
0.0,3380.2383
0.0,3378.4768
0.0,3376.717
0.0,3374.957
0.0,3373.2012
0.0,3371.4446
0.0,3369.6882
0.0,3367.936
0.0,3366.1782
0.0,3364.4255
0.0,3362.6738
0.0,3360.9243
0.0,3359.1738
0.0,3357.4229
0.0,3355.6746
0.0,3353.9275
0.0,3352.1824
0.0,3350.4355
0.0,3348.6895
0.0,3346.9485
0.0,3345.2039
0.0,3343.462
0.0,3341.72
0.0,3339.9795
0.0,3338.2405
0.0,3336.5024
0.0,3334.765
0.0,3333.0276
0.0,3331.2937
0.0,3329.5574
0.0,3327.8235
0.0,3326.0908
0.0,3324.3582
0.0,3322.6262
0.0,3320.8958
0.0,3319.169
0.0,3317.4387
0.0,3315.711
0.0,3313.9827
0.0,3312.2568
0.0,3310.5344
0.0,3308.8064
0.0,3307.085
0.0,3305.3628
0.0,3303.641
0.0,3301.9211
0.0,3300.2
0.0,3298.4834
0.0,3296.764
0.0,3295.049
0.0,3293.3303
0.0,3291.617
0.0,3289.9033
0.0,3288.1902
0.0,3286.4749
0.0,3284.7654
0.0,3283.0518
0.0,3281.3442
0.0,3279.6362
0.0,3277.9285
0.0,3276.22
0.0,3274.514
0.0,3272.8098
0.0,3271.1052
0.0,3269.4004
0.0,3267.699
0.0,3265.9956
0.0,3264.295
0.0,3262.593
0.0,3260.8958
0.0,3259.196
0.0,3257.4978
0.0,3255.8027
0.0,3254.1074
0.0,3252.413
0.0,3250.718
0.0,3249.0242
0.0,3247.3354
0.0,3245.6423
0.0,3243.9512
0.0,3242.2644
0.0,3240.574
0.0,3238.8857
0.0,3237.197
0.0,3235.5144
0.0,3233.8281
0.0,3232.1455
0.0,3230.4612
0.0,3228.7788
0.0,3227.0972
0.0,3225.4155
0.0,3223.7358
0.0,3222.0583
0.0,3220.3792
0.0,3218.702
0.0,3217.0256
0.0,3215.351
0.0,3213.6758
0.0,3212.0012
0.0,3210.3286
0.0,3208.655
0.0,3206.9854
0.0,3205.3142
0.0,3203.645
0.0,3201.978
0.0,3200.3088
0.0,3198.6433
0.0,3196.9758
0.0,3195.313
0.0,3193.6467
0.0,3191.985
0.0,3190.3237
0.0,3188.6594
0.0,3186.9985
0.0,3185.341
0.0,3183.68
0.0,3182.0242
0.0,3180.3665
0.0,3178.7097
0.0,3177.0527
0.0,3175.4
0.0,3173.745
0.0,3172.0918
0.0,3170.4395
0.0,3168.7883
0.0,3167.138
0.0,3165.4905
0.0,3163.8394
0.0,3162.1938
0.0,3160.5447
0.0,3158.8994
0.0,3157.2556
0.0,3155.6096
0.0,3153.9646
0.0,3152.321
0.0,3150.6797
0.0,3149.041
0.0,3147.4016
0.0,3145.7595
0.0,3144.1226
0.0,3142.4846
0.0,3140.848
0.0,3139.211
0.0,3137.5767
0.0,3135.9421
0.0,3134.3098
0.0,3132.6772
0.0,3131.0464
0.0,3129.4165
0.0,3127.786
0.0,3126.1572
0.0,3124.5278
0.0,3122.9006
0.0,3121.2744
0.0,3119.6482
0.0,3118.0256
0.0,3116.3984
0.0,3114.7756
0.0,3113.1538
0.0,3111.5315
0.0,3109.9114
0.0,3108.2922
0.0,3106.6726
0.0,3105.0542
0.0,3103.438
0.0,3101.822
0.0,3100.2065
0.0,3098.5918
0.0,3096.975
0.0,3095.3655
0.0,3093.7522
0.0,3092.14
0.0,3090.5295
0.0,3088.9202
0.0,3087.3118
0.0,3085.7036
0.0,3084.0967
0.0,3082.4893
0.0,3080.883
0.0,3079.2795
0.0,3077.6755
0.0,3076.0745
0.0,3074.4683
0.0,3072.8684
0.0,3071.2668
0.0,3069.6682
0.0,3068.0706
0.0,3066.4727
0.0,3064.8745
0.0,3063.2776
0.0,3061.6826
0.0,3060.0884
0.0,3058.494
0.0,3056.8997
0.0,3055.3093
0.0,3053.716
0.0,3052.1262
0.0,3050.537
0.0,3048.9473
0.0,3047.3618
0.0,3045.773
0.0,3044.1863
0.0,3042.6008
0.0,3041.016
0.0,3039.4326
0.0,3037.8484
0.0,3036.267
0.0,3034.686
0.0,3033.1052
0.0,3031.5273
0.0,3029.9458
0.0,3028.3684
0.0,3026.789
0.0,3025.2146
0.0,3023.6375
0.0,3022.0635
0.0,3020.488
0.0,3018.9146
0.0,3017.3425
0.0,3015.7708
0.0,3014.2
0.0,3012.6323
0.0,3011.0635
0.0,3009.4932
0.0,3007.9255
0.0,3006.3584
0.0,3004.7913
0.0,3003.2275
0.0,3001.664
0.0,3000.099
0.0,2998.5374
0.0,2996.9753
0.0,2995.4153
0.0,2993.8533
0.0,2992.2932
0.0,2990.7366
0.0,2989.1792
0.0,2987.6223
0.0,2986.0654
0.0,2984.5107
0.0,2982.956
0.0,2981.4
0.0,2979.8489
0.0,2978.2961
0.0,2976.7449
0.0,2975.195
0.0,2973.6448
0.0,2972.0947
0.0,2970.5466
0.0,2969.0002
0.0,2967.4539
0.0,2965.9067
0.0,2964.3638
0.0,2962.818
0.0,2961.276
0.0,2959.7332
0.0,2958.1904
0.0,2956.6497
0.0,2955.11
0.0,2953.5696
0.0,2952.0334
0.0,2950.4934
0.0,2948.9587
0.0,2947.423
0.0,2945.8867
0.0,2944.3518
0.0,2942.82
0.0,2941.287
0.0,2939.7534
0.0,2938.2205
0.0,2936.691
0.0,2935.162
0.0,2933.6345
0.0,2932.1035
0.0,2930.5771
0.0,2929.05
0.0,2927.5256
0.0,2926.0005
0.0,2924.4756
0.0,2922.9524
0.0,2921.431
0.0,2919.9094
0.0,2918.3887
0.0,2916.8674
0.0,2915.349
0.0,2913.8298
0.0,2912.313
0.0,2910.7947
0.0,2909.2778
0.0,2907.7617
0.0,2906.25
0.0,2904.7349
0.0,2903.221
0.0,2901.7075
0.0,2900.1992
0.0,2898.689
0.0,2897.1777
0.0,2895.6667
0.0,2894.16
0.0,2892.6533
0.0,2891.1455
0.0,2889.64
0.0,2888.1328
0.0,2886.629
0.0,2885.1235
0.0,2883.6235
0.0,2882.12
0.0,2880.619
0.0,2879.1184
0.0,2877.6199
0.0,2876.1199
0.0,2874.622
0.0,2873.1248
0.0,2871.6265
0.0,2870.1328
0.0,2868.6375
0.0,2867.1423
0.0,2865.6504
0.0,2864.155
0.0,2862.6638
0.0,2861.1743
0.0,2859.6824
0.0,2858.1936
0.0,2856.7031
0.0,2855.2163
0.0,2853.729
0.0,2852.2412
0.0,2850.7585
0.0,2849.2708
0.0,2847.7878
0.0,2846.3013
0.0,2844.8213
0.0,2843.339
0.0,2841.8582
0.0,2840.3765
0.0,2838.8984
0.0,2837.4172
0.0,2835.9412
0.0,2834.464
0.0,2832.988
0.0,2831.512
0.0,2830.0366
0.0,2828.561
0.0,2827.0894
0.0,2825.616
0.0,2824.1443
0.0,2822.6704
0.0,2821.204
0.0,2819.7317
0.0,2818.2651
0.0,2816.7957
0.0,2815.328
0.0,2813.8613
0.0,2812.398
0.0,2810.9316
0.0,2809.4688
0.0,2808.0022
0.0,2806.5405
0.0,2805.0776
0.0,2803.617
0.0,2802.1562
0.0,2800.6975
0.0,2799.2378
0.0,2797.7786
0.0,2796.3218
0.0,2794.8647
0.0,2793.4094
0.0,2791.9531
0.0,2790.4998
0.0,2789.0444
0.0,2787.5933
0.0,2786.142
0.0,2784.6904
0.0,2783.2402
0.0,2781.788
0.0,2780.3416
0.0,2778.8916
0.0,2777.4448
0.0,2775.9973
0.0,2774.5508
0.0,2773.106
0.0,2771.661
0.0,2770.218
0.0,2768.7742
0.0,2767.3323
0.0,2765.8882
0.0,2764.4487
0.0,2763.0085
0.0,2761.5706
0.0,2760.13
0.0,2758.6921
0.0,2757.2554
0.0,2755.818
0.0,2754.384
0.0,2752.9478
0.0,2751.5142
0.0,2750.0825
0.0,2748.649
0.0,2747.216
0.0,2745.7856
0.0,2744.3547
0.0,2742.9253
0.0,2741.497
0.0,2740.0676
0.0,2738.6418
0.0,2737.2144
0.0,2735.788
0.0,2734.3616
0.0,2732.9385
0.0,2731.5154
0.0,2730.0913
0.0,2728.67
0.0,2727.2478
0.0,2725.8262
0.0,2724.4084
0.0,2722.9868
0.0,2721.5686
0.0,2720.1514
0.0,2718.7349
0.0,2717.317
0.0,2715.9023
0.0,2714.4866
0.0,2713.074
0.0,2711.6594
0.0,2710.2478
0.0,2708.835
0.0,2707.424
0.0,2706.0134
0.0,2704.6025
0.0,2703.195
0.0,2701.7874
0.0,2700.379
0.0,2698.9739
0.0,2697.5662
0.0,2696.1624
0.0,2694.757
0.0,2693.3533
0.0,2691.95
0.0,2690.548
0.0,2689.1467
0.0,2687.7444
0.0,2686.3462
0.0,2684.9448
0.0,2683.5452
0.0,2682.1467
0.0,2680.7507
0.0,2679.354
0.0,2677.9575
0.0,2676.5608
0.0,2675.1682
0.0,2673.775
0.0,2672.3813
0.0,2670.989
0.0,2669.5981
0.0,2668.206
0.0,2666.817
0.0,2665.4285
0.0,2664.0403
0.0,2662.6511
0.0,2661.2634
0.0,2659.8787
0.0,2658.493
0.0,2657.1062
0.0,2655.723
0.0,2654.3396
0.0,2652.9568
0.0,2651.5752
0.0,2650.1929
0.0,2648.8135
0.0,2647.4329
0.0,2646.0537
0.0,2644.6758
0.0,2643.2961
0.0,2641.9194
0.0,2640.5422
0.0,2639.1665
0.0,2637.7917
0.0,2636.4172
0.0,2635.045
0.0,2633.6714
0.0,2632.3
0.0,2630.929
0.0,2629.5554
0.0,2628.1865
0.0,2626.8171
0.0,2625.4495
0.0,2624.0813
0.0,2622.7144
0.0,2621.3481
0.0,2619.9832
0.0,2618.6177
0.0,2617.2542
0.0,2615.8906
0.0,2614.5278
0.0,2613.166
0.0,2611.803
0.0,2610.4412
0.0,2609.083
0.0,2607.7239
0.0,2606.3652
0.0,2605.0068
0.0,2603.6497
0.0,2602.2917
0.0,2600.937
0.0,2599.581
0.0,2598.2278
0.0,2596.8735
0.0,2595.521
0.0,2594.168
0.0,2592.819
0.0,2591.466
0.0,2590.1162
0.0,2588.7668
0.0,2587.418
0.0,2586.07
0.0,2584.7234
0.0,2583.3765
0.0,2582.03
0.0,2580.684
0.0,2579.341
0.0,2577.9978
0.0,2576.6528
0.0,2575.3108
0.0,2573.9697
0.0,2572.628
0.0,2571.2874
0.0,2569.9495
0.0,2568.6108
0.0,2567.2705
0.0,2565.933
0.0,2564.5972
0.0,2563.2598
0.0,2561.9263
0.0,2560.5903
0.0,2559.2568
0.0,2557.9229
0.0,2556.5889
0.0,2555.257
0.0,2553.9255
0.0,2552.5957
0.0,2551.266
0.0,2549.936
0.0,2548.6084
0.0,2547.2793
0.0,2545.9526
0.0,2544.627
0.0,2543.3018
0.0,2541.9746
0.0,2540.6519
0.0,2539.3289
0.0,2538.006
0.0,2536.683
0.0,2535.3623
0.0,2534.0388
0.0,2532.7205
0.0,2531.4011
0.0,2530.0823
0.0,2528.7634
0.0,2527.4453
0.0,2526.1304
0.0,2524.8118
0.0,2523.497
0.0,2522.1824
0.0,2520.8665
0.0,2519.5562
0.0,2518.2407
0.0,2516.9307
0.0,2515.619
0.0,2514.3074
0.0,2512.998
0.0,2511.6877
0.0,2510.3794
0.0,2509.0732
0.0,2507.7642
0.0,2506.4575
0.0,2505.1506
0.0,2503.848
0.0,2502.543
0.0,2501.2383
0.0,2499.935
0.0,2498.6333
0.0,2497.3303
0.0,2496.0293
0.0,2494.7275
0.0,2493.4297
0.0,2492.131
0.0,2490.8303
0.0,2489.5337
0.0,2488.236
0.0,2486.9402
0.0,2485.6438
0.0,2484.349
0.0,2483.056
0.0,2481.7612
0.0,2480.4695
0.0,2479.175
0.0,2477.8838
0.0,2476.593
0.0,2475.3022
0.0,2474.0125
0.0,2472.7222
0.0,2471.4338
0.0,2470.1467
0.0,2468.8608
0.0,2467.575
0.0,2466.2874
0.0,2465.0032
0.0,2463.7202
0.0,2462.435
0.0,2461.1523
0.0,2459.8694
0.0,2458.5884
0.0,2457.3074
